nohup: ignoring input
W0210 05:04:46.472000 379250 site-packages/torch/distributed/run.py:793] 
W0210 05:04:46.472000 379250 site-packages/torch/distributed/run.py:793] *****************************************
W0210 05:04:46.472000 379250 site-packages/torch/distributed/run.py:793] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0210 05:04:46.472000 379250 site-packages/torch/distributed/run.py:793] *****************************************

🚀 启动训练: Fold 3 | GPUs: 7 | Model: ST-SAM (Sam2-Hiera-L + NewStripDetailAdapter)

Epoch 1/50:   0%|          | 0/47 [00:00<?, ?it/s]
Epoch 1/50:   0%|          | 0/47 [00:12<?, ?it/s, loss=0.513]
Epoch 1/50:   2%|▏         | 1/47 [00:12<09:23, 12.24s/it, loss=0.513]
Epoch 1/50:   2%|▏         | 1/47 [00:15<09:23, 12.24s/it, loss=0.383]
Epoch 1/50:   4%|▍         | 2/47 [00:15<05:00,  6.68s/it, loss=0.383]
Epoch 1/50:   4%|▍         | 2/47 [00:17<05:00,  6.68s/it, loss=0.357]
Epoch 1/50:  45%|████▍     | 21/47 [01:09<01:17,  2.98s/it, loss=0.169]
Epoch 1/50:  45%|████▍     | 21/47 [01:12<01:17,  2.98s/it, loss=0.148]
Epoch 1/50:  47%|████▋     | 22/47 [01:12<01:14,  2.98s/it, loss=0.148]
Epoch 1/50:  47%|████▋     | 22/47 [01:15<01:14,  2.98s/it, loss=0.168]
Epoch 1/50:  49%|████▉     | 23/47 [01:15<01:11,  2.96s/it, loss=0.168]
Epoch 1/50:  49%|████▉     | 23/47 [01:18<01:11,  2.96s/it, loss=0.166]
Epoch 1/50:  51%|█████     | 24/47 [01:18<01:06,  2.88s/it, loss=0.166]
Epoch 1/50:  51%|█████     | 24/47 [01:21<01:06,  2.88s/it, loss=0.166]
Epoch 1/50:  53%|█████▎    | 25/47 [01:21<01:03,  2.88s/it, loss=0.166]
Epoch 1/50:  53%|█████▎    | 25/47 [01:23<01:03,  2.88s/it, loss=0.138]
Epoch 1/50:  55%|█████▌    | 26/47 [01:23<01:00,  2.87s/it, loss=0.138]
Epoch 1/50:  55%|█████▌    | 26/47 [01:26<01:00,  2.87s/it, loss=0.154]
Epoch 1/50:  57%|█████▋    | 27/47 [01:26<00:57,  2.88s/it, loss=0.154]
Epoch 1/50:  57%|█████▋    | 27/47 [01:29<00:57,  2.88s/it, loss=0.16] 
Epoch 1/50:  60%|█████▉    | 28/47 [01:29<00:55,  2.90s/it, loss=0.16]
Epoch 1/50:  60%|█████▉    | 28/47 [01:32<00:55,  2.90s/it, loss=0.129]
Epoch 1/50:  62%|██████▏   | 29/47 [01:32<00:52,  2.91s/it, loss=0.129]
Epoch 1/50:  62%|██████▏   | 29/47 [01:35<00:52,  2.91s/it, loss=0.157]
Epoch 1/50:  64%|██████▍   | 30/47 [01:35<00:49,  2.90s/it, loss=0.157]
Epoch 1/50:  64%|██████▍   | 30/47 [01:38<00:49,  2.90s/it, loss=0.15] 
Epoch 1/50:  66%|██████▌   | 31/47 [01:38<00:46,  2.91s/it, loss=0.15]
Epoch 1/50:  66%|██████▌   | 31/47 [01:41<00:46,  2.91s/it, loss=0.141]
Epoch 1/50:  68%|██████▊   | 32/47 [01:41<00:43,  2.92s/it, loss=0.141]
Epoch 1/50:  68%|██████▊   | 32/47 [01:44<00:43,  2.92s/it, loss=0.139]
Epoch 1/50:  70%|███████   | 33/47 [01:44<00:40,  2.88s/it, loss=0.139]
Epoch 1/50:  70%|███████   | 33/47 [01:47<00:40,  2.88s/it, loss=0.142]
Epoch 1/50:  72%|███████▏  | 34/47 [01:47<00:37,  2.89s/it, loss=0.142]
Epoch 1/50:  72%|███████▏  | 34/47 [01:50<00:37,  2.89s/it, loss=0.137]
Epoch 1/50:  74%|███████▍  | 35/47 [01:50<00:34,  2.90s/it, loss=0.137]
Epoch 1/50:  74%|███████▍  | 35/47 [01:53<00:34,  2.90s/it, loss=0.148]
Epoch 1/50:  77%|███████▋  | 36/47 [01:53<00:32,  2.91s/it, loss=0.148]
Epoch 1/50:  77%|███████▋  | 36/47 [01:55<00:32,  2.91s/it, loss=0.145]
Epoch 1/50:  79%|███████▊  | 37/47 [01:55<00:29,  2.91s/it, loss=0.145]
Epoch 1/50:  79%|███████▊  | 37/47 [01:58<00:29,  2.91s/it, loss=0.126]
Epoch 1/50:  81%|████████  | 38/47 [01:58<00:26,  2.92s/it, loss=0.126]
Epoch 1/50:  81%|████████  | 38/47 [02:01<00:26,  2.92s/it, loss=0.139]
Epoch 1/50:  83%|████████▎ | 39/47 [02:01<00:23,  2.91s/it, loss=0.139]
Epoch 1/50:  83%|████████▎ | 39/47 [02:04<00:23,  2.91s/it, loss=0.147]
Epoch 1/50:  85%|████████▌ | 40/47 [02:04<00:20,  2.91s/it, loss=0.147]
Epoch 1/50:  85%|████████▌ | 40/47 [02:07<00:20,  2.91s/it, loss=0.108]
Epoch 1/50:  87%|████████▋ | 41/47 [02:07<00:17,  2.93s/it, loss=0.108]
Epoch 1/50:  87%|████████▋ | 41/47 [02:10<00:17,  2.93s/it, loss=0.0973]
Epoch 1/50:  89%|████████▉ | 42/47 [02:10<00:14,  2.95s/it, loss=0.0973]
Epoch 1/50:  89%|████████▉ | 42/47 [02:13<00:14,  2.95s/it, loss=0.115] 
Epoch 1/50:  91%|█████████▏| 43/47 [02:13<00:11,  2.96s/it, loss=0.115]
Epoch 1/50:  91%|█████████▏| 43/47 [02:16<00:11,  2.96s/it, loss=0.1]  
Epoch 1/50:  94%|█████████▎| 44/47 [02:16<00:08,  2.99s/it, loss=0.1]
Epoch 1/50:  94%|█████████▎| 44/47 [02:19<00:08,  2.99s/it, loss=0.106]
Epoch 1/50:  96%|█████████▌| 45/47 [02:19<00:05,  2.96s/it, loss=0.106]
Epoch 1/50:  96%|█████████▌| 45/47 [02:22<00:05,  2.96s/it, loss=0.096]
Epoch 1/50:  98%|█████████▊| 46/47 [02:22<00:02,  2.93s/it, loss=0.096]
Epoch 1/50:  98%|█████████▊| 46/47 [02:25<00:02,  2.93s/it, loss=0.115]
Epoch 1/50: 100%|██████████| 47/47 [02:25<00:00,  2.91s/it, loss=0.115]
Epoch 1/50: 100%|██████████| 47/47 [02:25<00:00,  3.10s/it, loss=0.115]
Epoch 1 | Train Loss: 0.1765 | Val Dice: 0.8083
🔥 New Best Dice: 0.8083 (Epoch 1) -> Saved!

Epoch 2/50:   0%|          | 0/47 [00:00<?, ?it/s]
Epoch 2/50:   0%|          | 0/47 [00:03<?, ?it/s, loss=0.0953]
Epoch 2/50:   2%|▏         | 1/47 [00:03<02:59,  3.90s/it, loss=0.0953]
Epoch 2/50:   2%|▏         | 1/47 [00:06<02:59,  3.90s/it, loss=0.0833]
Epoch 2/50:   4%|▍         | 2/47 [00:06<02:33,  3.42s/it, loss=0.0833]
Epoch 2/50:   4%|▍         | 2/47 [00:09<02:33,  3.42s/it, loss=0.0938]
Epoch 2/50:   6%|▋         | 3/47 [00:09<02:22,  3.23s/it, loss=0.0938]
Epoch 2/50:   6%|▋         | 3/47 [00:12<02:22,  3.23s/it, loss=0.0962]
Epoch 2/50:   9%|▊         | 4/47 [00:12<02:10,  3.04s/it, loss=0.0962]
Epoch 2/50:   9%|▊         | 4/47 [00:15<02:10,  3.04s/it, loss=0.089] 
Epoch 2/50:  11%|█         | 5/47 [00:15<02:04,  2.97s/it, loss=0.089]
Epoch 2/50:  11%|█         | 5/47 [00:18<02:04,  2.97s/it, loss=0.12] 
Epoch 2/50:  13%|█▎        | 6/47 [00:18<02:01,  2.96s/it, loss=0.12]
Epoch 2/50:  13%|█▎        | 6/47 [00:21<02:01,  2.96s/it, loss=0.0823]
Epoch 2/50:  15%|█▍        | 7/47 [00:21<01:57,  2.93s/it, loss=0.0823]
Epoch 2/50:  15%|█▍        | 7/47 [00:24<01:57,  2.93s/it, loss=0.0788]
Epoch 2/50:  17%|█▋        | 8/47 [00:24<01:54,  2.94s/it, loss=0.0788]
Epoch 2/50:  17%|█▋        | 8/47 [00:27<01:54,  2.94s/it, loss=0.125] 
Epoch 2/50:  19%|█▉        | 9/47 [00:27<01:50,  2.92s/it, loss=0.125]
Epoch 2/50:  19%|█▉        | 9/47 [00:30<01:50,  2.92s/it, loss=0.0916]
Epoch 2/50:  21%|██▏       | 10/47 [00:30<01:48,  2.92s/it, loss=0.0916]
Epoch 2/50:  21%|██▏       | 10/47 [00:32<01:48,  2.92s/it, loss=0.1]   
Epoch 2/50:  23%|██▎       | 11/47 [00:32<01:42,  2.84s/it, loss=0.1]
Epoch 2/50:  23%|██▎       | 11/47 [00:35<01:42,  2.84s/it, loss=0.0933]
Epoch 2/50:  26%|██▌       | 12/47 [00:35<01:39,  2.83s/it, loss=0.0933]
Epoch 2/50:  26%|██▌       | 12/47 [00:38<01:39,  2.83s/it, loss=0.0817]
Epoch 2/50:  28%|██▊       | 13/47 [00:38<01:39,  2.92s/it, loss=0.0817]
Epoch 2/50:  28%|██▊       | 13/47 [00:41<01:39,  2.92s/it, loss=0.0994]
Epoch 2/50:  30%|██▉       | 14/47 [00:41<01:37,  2.95s/it, loss=0.0994]
Epoch 2/50:  30%|██▉       | 14/47 [00:44<01:37,  2.95s/it, loss=0.097] 
Epoch 2/50:  32%|███▏      | 15/47 [00:44<01:34,  2.94s/it, loss=0.097]
Epoch 2/50:  32%|███▏      | 15/47 [00:47<01:34,  2.94s/it, loss=0.0842]
Epoch 2/50:  34%|███▍      | 16/47 [00:47<01:30,  2.93s/it, loss=0.0842]
Epoch 2/50:  34%|███▍      | 16/47 [00:50<01:30,  2.93s/it, loss=0.096] 
Epoch 2/50:  36%|███▌      | 17/47 [00:50<01:27,  2.93s/it, loss=0.096]
Epoch 2/50:  36%|███▌      | 17/47 [00:53<01:27,  2.93s/it, loss=0.0762]
Epoch 2/50:  38%|███▊      | 18/47 [00:53<01:25,  2.95s/it, loss=0.0762]
Epoch 2/50:  38%|███▊      | 18/47 [00:56<01:25,  2.95s/it, loss=0.0644]
Epoch 2/50:  40%|████      | 19/47 [00:56<01:22,  2.95s/it, loss=0.0644]
Epoch 2/50:  40%|████      | 19/47 [00:59<01:22,  2.95s/it, loss=0.0807]
Epoch 2/50:  43%|████▎     | 20/47 [00:59<01:20,  2.99s/it, loss=0.0807]
Epoch 2/50:  43%|████▎     | 20/47 [01:02<01:20,  2.99s/it, loss=0.0746]
Epoch 2/50:  45%|████▍     | 21/47 [01:02<01:18,  3.03s/it, loss=0.0746]
Epoch 2/50:  45%|████▍     | 21/47 [01:05<01:18,  3.03s/it, loss=0.0754]
Epoch 2/50:  47%|████▋     | 22/47 [01:05<01:14,  2.99s/it, loss=0.0754]
Epoch 2/50:  47%|████▋     | 22/47 [01:08<01:14,  2.99s/it, loss=0.0708]
Epoch 2/50:  49%|████▉     | 23/47 [01:08<01:10,  2.94s/it, loss=0.0708]
Epoch 2/50:  49%|████▉     | 23/47 [01:11<01:10,  2.94s/it, loss=0.101] 
Epoch 2/50:  51%|█████     | 24/47 [01:11<01:07,  2.93s/it, loss=0.101]
Epoch 2/50:  51%|█████     | 24/47 [01:14<01:07,  2.93s/it, loss=0.1]  
Epoch 2/50:  53%|█████▎    | 25/47 [01:14<01:04,  2.94s/it, loss=0.1]
Epoch 2/50:  53%|█████▎    | 25/47 [01:17<01:04,  2.94s/it, loss=0.0945]
Epoch 2/50:  55%|█████▌    | 26/47 [01:17<01:01,  2.95s/it, loss=0.0945]
Epoch 2/50:  55%|█████▌    | 26/47 [01:20<01:01,  2.95s/it, loss=0.0618]
Epoch 2/50:  57%|█████▋    | 27/47 [01:20<00:58,  2.94s/it, loss=0.0618]
Epoch 2/50:  57%|█████▋    | 27/47 [01:23<00:58,  2.94s/it, loss=0.0624]
Epoch 2/50:  60%|█████▉    | 28/47 [01:23<00:55,  2.92s/it, loss=0.0624]
Epoch 2/50:  60%|█████▉    | 28/47 [01:25<00:55,  2.92s/it, loss=0.0735]
Epoch 2/50:  62%|██████▏   | 29/47 [01:25<00:52,  2.89s/it, loss=0.0735]
Epoch 2/50:  62%|██████▏   | 29/47 [01:28<00:52,  2.89s/it, loss=0.0753]
Epoch 2/50:  64%|██████▍   | 30/47 [01:28<00:49,  2.90s/it, loss=0.0753]
Epoch 2/50:  64%|██████▍   | 30/47 [01:31<00:49,  2.90s/it, loss=0.0617]
Epoch 2/50:  66%|██████▌   | 31/47 [01:31<00:45,  2.85s/it, loss=0.0617]
Epoch 2/50:  66%|██████▌   | 31/47 [01:34<00:45,  2.85s/it, loss=0.0667]
Epoch 2/50:  68%|██████▊   | 32/47 [01:34<00:43,  2.87s/it, loss=0.0667]
Epoch 2/50:  68%|██████▊   | 32/47 [01:37<00:43,  2.87s/it, loss=0.12]  
Epoch 2/50:  70%|███████   | 33/47 [01:37<00:40,  2.90s/it, loss=0.12]
Epoch 2/50:  70%|███████   | 33/47 [01:40<00:40,  2.90s/it, loss=0.11]
Epoch 2/50:  72%|███████▏  | 34/47 [01:40<00:37,  2.90s/it, loss=0.11]
Epoch 2/50:  72%|███████▏  | 34/47 [01:43<00:37,  2.90s/it, loss=0.084]
Epoch 2/50:  74%|███████▍  | 35/47 [01:43<00:34,  2.90s/it, loss=0.084]
Epoch 2/50:  74%|███████▍  | 35/47 [01:46<00:34,  2.90s/it, loss=0.0832]
Epoch 2/50:  77%|███████▋  | 36/47 [01:46<00:32,  2.91s/it, loss=0.0832]
Epoch 2/50:  77%|███████▋  | 36/47 [01:49<00:32,  2.91s/it, loss=0.0624]
Epoch 2/50:  79%|███████▊  | 37/47 [01:49<00:29,  2.92s/it, loss=0.0624]
Epoch 2/50:  79%|███████▊  | 37/47 [01:52<00:29,  2.92s/it, loss=0.075] 
Epoch 2/50:  81%|████████  | 38/47 [01:52<00:26,  2.94s/it, loss=0.075]
Epoch 2/50:  81%|████████  | 38/47 [01:54<00:26,  2.94s/it, loss=0.0998]
Epoch 2/50:  83%|████████▎ | 39/47 [01:54<00:22,  2.82s/it, loss=0.0998]
Epoch 2/50:  83%|████████▎ | 39/47 [01:57<00:22,  2.82s/it, loss=0.0779]
Epoch 2/50:  85%|████████▌ | 40/47 [01:57<00:20,  2.88s/it, loss=0.0779]
Epoch 2/50:  85%|████████▌ | 40/47 [02:00<00:20,  2.88s/it, loss=0.0779]
Epoch 2/50:  87%|████████▋ | 41/47 [02:00<00:17,  2.99s/it, loss=0.0779]
Epoch 2/50:  87%|████████▋ | 41/47 [02:03<00:17,  2.99s/it, loss=0.0713]
Epoch 2/50:  89%|████████▉ | 42/47 [02:03<00:15,  3.02s/it, loss=0.0713]
Epoch 2/50:  89%|████████▉ | 42/47 [02:06<00:15,  3.02s/it, loss=0.105] 
Epoch 2/50:  91%|█████████▏| 43/47 [02:06<00:12,  3.02s/it, loss=0.105]
Epoch 2/50:  91%|█████████▏| 43/47 [02:10<00:12,  3.02s/it, loss=0.084]
Epoch 2/50:  94%|█████████▎| 44/47 [02:10<00:09,  3.05s/it, loss=0.084]
Epoch 2/50:  94%|█████████▎| 44/47 [02:13<00:09,  3.05s/it, loss=0.0805]
Epoch 2/50:  96%|█████████▌| 45/47 [02:13<00:06,  3.06s/it, loss=0.0805]
Epoch 2/50:  96%|█████████▌| 45/47 [02:16<00:06,  3.06s/it, loss=0.0757]
Epoch 2/50:  98%|█████████▊| 46/47 [02:16<00:03,  3.05s/it, loss=0.0757]
Epoch 2/50:  98%|█████████▊| 46/47 [02:19<00:03,  3.05s/it, loss=0.0898]
Epoch 2/50: 100%|██████████| 47/47 [02:19<00:00,  3.03s/it, loss=0.0898]
Epoch 2/50: 100%|██████████| 47/47 [02:19<00:00,  2.97s/it, loss=0.0898]
Epoch 2 | Train Loss: 0.0863 | Val Dice: 0.8360
🔥 New Best Dice: 0.8360 (Epoch 2) -> Saved!

Epoch 3/50:   0%|          | 0/47 [00:00<?, ?it/s]
Epoch 3/50:   0%|          | 0/47 [00:03<?, ?it/s, loss=0.0607]
Epoch 3/50:   2%|▏         | 1/47 [00:03<02:55,  3.82s/it, loss=0.0607]
Epoch 3/50:   2%|▏         | 1/47 [00:06<02:55,  3.82s/it, loss=0.0851]
Epoch 3/50:   4%|▍         | 2/47 [00:06<02:25,  3.22s/it, loss=0.0851]
Epoch 3/50:   4%|▍         | 2/47 [00:09<02:25,  3.22s/it, loss=0.0789]
Epoch 3/50:   6%|▋         | 3/47 [00:09<02:11,  2.98s/it, loss=0.0789]
Epoch 3/50:   6%|▋         | 3/47 [00:12<02:11,  2.98s/it, loss=0.0769]
Epoch 3/50:   9%|▊         | 4/47 [00:12<02:05,  2.92s/it, loss=0.0769]
Epoch 3/50:   9%|▊         | 4/47 [00:14<02:05,  2.92s/it, loss=0.0656]
Epoch 3/50:  11%|█         | 5/47 [00:14<02:00,  2.86s/it, loss=0.0656]
Epoch 3/50:  11%|█         | 5/47 [00:17<02:00,  2.86s/it, loss=0.0833]
Epoch 3/50:  13%|█▎        | 6/47 [00:17<01:59,  2.92s/it, loss=0.0833]
Epoch 3/50:  13%|█▎        | 6/47 [00:20<01:59,  2.92s/it, loss=0.0809]
Epoch 3/50:  15%|█▍        | 7/47 [00:20<01:57,  2.93s/it, loss=0.0809]
Epoch 3/50:  15%|█▍        | 7/47 [00:23<01:57,  2.93s/it, loss=0.079] 
Epoch 3/50:  17%|█▋        | 8/47 [00:23<01:56,  2.98s/it, loss=0.079]
Epoch 3/50:  17%|█▋        | 8/47 [00:26<01:56,  2.98s/it, loss=0.0837]
Epoch 3/50:  19%|█▉        | 9/47 [00:26<01:53,  2.98s/it, loss=0.0837]
Epoch 3/50:  19%|█▉        | 9/47 [00:29<01:53,  2.98s/it, loss=0.0719]
Epoch 3/50:  21%|██▏       | 10/47 [00:29<01:48,  2.94s/it, loss=0.0719]
Epoch 3/50:  21%|██▏       | 10/47 [00:32<01:48,  2.94s/it, loss=0.0563]
Epoch 3/50:  23%|██▎       | 11/47 [00:32<01:44,  2.89s/it, loss=0.0563]
Epoch 3/50:  23%|██▎       | 11/47 [00:35<01:44,  2.89s/it, loss=0.113] 
Epoch 3/50:  26%|██▌       | 12/47 [00:35<01:40,  2.88s/it, loss=0.113]
Epoch 3/50:  26%|██▌       | 12/47 [00:38<01:40,  2.88s/it, loss=0.0582]
Epoch 3/50:  28%|██▊       | 13/47 [00:38<01:38,  2.90s/it, loss=0.0582]
Epoch 3/50:  28%|██▊       | 13/47 [00:41<01:38,  2.90s/it, loss=0.0591]
Epoch 3/50:  30%|██▉       | 14/47 [00:41<01:36,  2.91s/it, loss=0.0591]
Epoch 3/50:  30%|██▉       | 14/47 [00:44<01:36,  2.91s/it, loss=0.0653]
Epoch 3/50:  32%|███▏      | 15/47 [00:44<01:33,  2.93s/it, loss=0.0653]
Epoch 3/50:  32%|███▏      | 15/47 [00:47<01:33,  2.93s/it, loss=0.0703]
Epoch 3/50:  34%|███▍      | 16/47 [00:47<01:31,  2.94s/it, loss=0.0703]
Epoch 3/50:  34%|███▍      | 16/47 [00:50<01:31,  2.94s/it, loss=0.0726]
Epoch 3/50:  36%|███▌      | 17/47 [00:50<01:28,  2.96s/it, loss=0.0726]
Epoch 3/50:  36%|███▌      | 17/47 [00:53<01:28,  2.96s/it, loss=0.0608]
Epoch 3/50:  38%|███▊      | 18/47 [00:53<01:27,  3.01s/it, loss=0.0608]
Epoch 3/50:  38%|███▊      | 18/47 [00:56<01:27,  3.01s/it, loss=0.06]  
Epoch 3/50:  40%|████      | 19/47 [00:56<01:23,  3.00s/it, loss=0.06]
Epoch 3/50:  40%|████      | 19/47 [00:59<01:23,  3.00s/it, loss=0.0674]
Epoch 3/50:  43%|████▎     | 20/47 [00:59<01:20,  2.99s/it, loss=0.0674]
Epoch 3/50:  43%|████▎     | 20/47 [01:02<01:20,  2.99s/it, loss=0.0543]
Epoch 3/50:  45%|████▍     | 21/47 [01:02<01:17,  2.98s/it, loss=0.0543]
Epoch 3/50:  45%|████▍     | 21/47 [01:05<01:17,  2.98s/it, loss=0.0639]
Epoch 3/50:  47%|████▋     | 22/47 [01:05<01:14,  2.98s/it, loss=0.0639]
Epoch 3/50:  47%|████▋     | 22/47 [01:08<01:14,  2.98s/it, loss=0.0722]
Epoch 3/50:  49%|████▉     | 23/47 [01:08<01:10,  2.95s/it, loss=0.0722]
Epoch 3/50:  49%|████▉     | 23/47 [01:10<01:10,  2.95s/it, loss=0.0713]
Epoch 3/50:  51%|█████     | 24/47 [01:10<01:06,  2.88s/it, loss=0.0713]
Epoch 3/50:  51%|█████     | 24/47 [01:13<01:06,  2.88s/it, loss=0.0647]
Epoch 3/50:  53%|█████▎    | 25/47 [01:13<01:03,  2.91s/it, loss=0.0647]
Epoch 3/50:  53%|█████▎    | 25/47 [01:16<01:03,  2.91s/it, loss=0.0661]
Epoch 3/50:  55%|█████▌    | 26/47 [01:16<01:00,  2.90s/it, loss=0.0661]
Epoch 3/50:  55%|█████▌    | 26/47 [01:19<01:00,  2.90s/it, loss=0.0778]
Epoch 3/50:  57%|█████▋    | 27/47 [01:19<00:57,  2.87s/it, loss=0.0778]
Epoch 3/50:  57%|█████▋    | 27/47 [01:22<00:57,  2.87s/it, loss=0.0653]
Epoch 3/50:  60%|█████▉    | 28/47 [01:22<00:54,  2.85s/it, loss=0.0653]
Epoch 3/50:  60%|█████▉    | 28/47 [01:25<00:54,  2.85s/it, loss=0.072] 
Epoch 3/50:  62%|██████▏   | 29/47 [01:25<00:51,  2.84s/it, loss=0.072]
Epoch 3/50:  62%|██████▏   | 29/47 [01:27<00:51,  2.84s/it, loss=0.0764]
Epoch 3/50:  64%|██████▍   | 30/47 [01:27<00:48,  2.84s/it, loss=0.0764]
Epoch 3/50:  64%|██████▍   | 30/47 [01:30<00:48,  2.84s/it, loss=0.0778]
Epoch 3/50:  66%|██████▌   | 31/47 [01:30<00:45,  2.83s/it, loss=0.0778]
Epoch 3/50:  66%|██████▌   | 31/47 [01:33<00:45,  2.83s/it, loss=0.0836]
Epoch 3/50:  68%|██████▊   | 32/47 [01:33<00:42,  2.83s/it, loss=0.0836]
Epoch 3/50:  68%|██████▊   | 32/47 [01:36<00:42,  2.83s/it, loss=0.102] 
Epoch 3/50:  70%|███████   | 33/47 [01:36<00:39,  2.82s/it, loss=0.102]
Epoch 3/50:  70%|███████   | 33/47 [01:39<00:39,  2.82s/it, loss=0.0585]
Epoch 3/50:  72%|███████▏  | 34/47 [01:39<00:37,  2.86s/it, loss=0.0585]
Epoch 3/50:  72%|███████▏  | 34/47 [01:42<00:37,  2.86s/it, loss=0.0612]
Epoch 3/50:  74%|███████▍  | 35/47 [01:42<00:34,  2.88s/it, loss=0.0612]
Epoch 3/50:  74%|███████▍  | 35/47 [01:45<00:34,  2.88s/it, loss=0.0717]
Epoch 3/50:  77%|███████▋  | 36/47 [01:45<00:31,  2.90s/it, loss=0.0717]
Epoch 3/50:  77%|███████▋  | 36/47 [01:48<00:31,  2.90s/it, loss=0.078] 
Epoch 3/50:  79%|███████▊  | 37/47 [01:48<00:28,  2.88s/it, loss=0.078]
Epoch 3/50:  79%|███████▊  | 37/47 [01:50<00:28,  2.88s/it, loss=0.0578]
Epoch 3/50:  81%|████████  | 38/47 [01:50<00:25,  2.85s/it, loss=0.0578]
