nohup: ignoring input
W0210 05:02:01.387000 370127 site-packages/torch/distributed/run.py:793] 
W0210 05:02:01.387000 370127 site-packages/torch/distributed/run.py:793] *****************************************
W0210 05:02:01.387000 370127 site-packages/torch/distributed/run.py:793] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0210 05:02:01.387000 370127 site-packages/torch/distributed/run.py:793] *****************************************

🚀 启动训练: Fold 0 | GPUs: 7 | Model: ST-SAM (Sam2-Hiera-L + NewStripDetailAdapter)

Epoch 1/50:   0%|          | 0/47 [00:00<?, ?it/s]
Epoch 1/50:   0%|          | 0/47 [00:05<?, ?it/s, loss=0.568]
Epoch 1/50:   2%|▏         | 1/47 [00:05<04:18,  5.63s/it, loss=0.568]
Epoch 1/50:   2%|▏         | 1/47 [00:06<04:18,  5.63s/it, loss=0.405]
Epoch 1/50:   4%|▍         | 2/47 [00:06<01:57,  2.61s/it, loss=0.405]
Epoch 1/50:   4%|▍         | 2/47 [00:06<01:57,  2.61s/it, loss=0.344]
Epoch 1/50: 100%|██████████| 47/47 [00:30<00:00,  1.56it/s, loss=0.121]
Epoch 1 | Train Loss: 0.1834 | Val Dice: 0.7684
🔥 New Best Dice: 0.7684 (Epoch 1) -> Saved!

Epoch 2/50:   0%|          | 0/47 [00:00<?, ?it/s]
Epoch 2/50:   0%|          | 0/47 [00:01<?, ?it/s, loss=0.104]
Epoch 2/50:   2%|▏         | 1/47 [00:01<01:04,  1.40s/it, loss=0.104]
Epoch 2/50:   2%|▏         | 1/47 [00:01<01:04,  1.40s/it, loss=0.104]
Epoch 2/50:   4%|▍         | 2/47 [00:01<00:39,  1.14it/s, loss=0.104]
Epoch 2/50:   4%|▍         | 2/47 [00:02<00:39,  1.14it/s, loss=0.117]
Epoch 2/50:   6%|▋         | 3/47 [00:02<00:31,  1.39it/s, loss=0.117]
Epoch 2/50:   6%|▋         | 3/47 [00:03<00:31,  1.39it/s, loss=0.117]
Epoch 2/50:   9%|▊         | 4/47 [00:03<00:28,  1.49it/s, loss=0.117]
Epoch 2/50:   9%|▊         | 4/47 [00:03<00:28,  1.49it/s, loss=0.0999]
Epoch 2/50:  11%|█         | 5/47 [00:03<00:26,  1.60it/s, loss=0.0999]
Epoch 2/50:  11%|█         | 5/47 [00:04<00:26,  1.60it/s, loss=0.0918]
Epoch 2/50:  13%|█▎        | 6/47 [00:04<00:24,  1.67it/s, loss=0.0918]
Epoch 2/50:  13%|█▎        | 6/47 [00:04<00:24,  1.67it/s, loss=0.0973]
Epoch 2/50:  15%|█▍        | 7/47 [00:04<00:23,  1.72it/s, loss=0.0973]
Epoch 2/50:  15%|█▍        | 7/47 [00:05<00:23,  1.72it/s, loss=0.0863]
Epoch 2/50:  17%|█▋        | 8/47 [00:05<00:21,  1.79it/s, loss=0.0863]
Epoch 2/50:  17%|█▋        | 8/47 [00:05<00:21,  1.79it/s, loss=0.127] 
Epoch 2/50:  19%|█▉        | 9/47 [00:05<00:20,  1.84it/s, loss=0.127]
Epoch 2/50:  19%|█▉        | 9/47 [00:06<00:20,  1.84it/s, loss=0.0796]
Epoch 2/50:  21%|██▏       | 10/47 [00:06<00:19,  1.87it/s, loss=0.0796]
Epoch 2/50:  21%|██▏       | 10/47 [00:06<00:19,  1.87it/s, loss=0.0991]
Epoch 2/50:  23%|██▎       | 11/47 [00:06<00:18,  1.90it/s, loss=0.0991]
Epoch 2/50:  23%|██▎       | 11/47 [00:07<00:18,  1.90it/s, loss=0.13]  
Epoch 2/50:  26%|██▌       | 12/47 [00:07<00:18,  1.92it/s, loss=0.13]
Epoch 2/50:  26%|██▌       | 12/47 [00:07<00:18,  1.92it/s, loss=0.0945]
Epoch 2/50:  28%|██▊       | 13/47 [00:07<00:17,  1.93it/s, loss=0.0945]
Epoch 2/50:  28%|██▊       | 13/47 [00:08<00:17,  1.93it/s, loss=0.0865]
Epoch 2/50:  30%|██▉       | 14/47 [00:08<00:17,  1.94it/s, loss=0.0865]
Epoch 2/50:  30%|██▉       | 14/47 [00:08<00:17,  1.94it/s, loss=0.101] 
Epoch 2/50:  32%|███▏      | 15/47 [00:08<00:16,  1.94it/s, loss=0.101]
Epoch 2/50:  32%|███▏      | 15/47 [00:09<00:16,  1.94it/s, loss=0.0853]
Epoch 2/50:  34%|███▍      | 16/47 [00:09<00:17,  1.82it/s, loss=0.0853]
Epoch 2/50:  34%|███▍      | 16/47 [00:09<00:17,  1.82it/s, loss=0.0981]
Epoch 2/50:  36%|███▌      | 17/47 [00:09<00:16,  1.84it/s, loss=0.0981]
Epoch 2/50:  36%|███▌      | 17/47 [00:10<00:16,  1.84it/s, loss=0.0773]
Epoch 2/50:  38%|███▊      | 18/47 [00:10<00:15,  1.88it/s, loss=0.0773]
Epoch 2/50:  38%|███▊      | 18/47 [00:10<00:15,  1.88it/s, loss=0.0716]
Epoch 2/50:  40%|████      | 19/47 [00:10<00:14,  1.89it/s, loss=0.0716]
Epoch 2/50:  40%|████      | 19/47 [00:11<00:14,  1.89it/s, loss=0.107] 
Epoch 2/50:  43%|████▎     | 20/47 [00:11<00:14,  1.91it/s, loss=0.107]
Epoch 2/50:  43%|████▎     | 20/47 [00:11<00:14,  1.91it/s, loss=0.0795]
Epoch 2/50:  45%|████▍     | 21/47 [00:11<00:13,  1.92it/s, loss=0.0795]
Epoch 2/50:  45%|████▍     | 21/47 [00:12<00:13,  1.92it/s, loss=0.0897]
Epoch 2/50:  47%|████▋     | 22/47 [00:12<00:13,  1.86it/s, loss=0.0897]
Epoch 2/50:  47%|████▋     | 22/47 [00:13<00:13,  1.86it/s, loss=0.0733]
Epoch 2/50:  49%|████▉     | 23/47 [00:13<00:15,  1.51it/s, loss=0.0733]
Epoch 2/50:  49%|████▉     | 23/47 [00:14<00:15,  1.51it/s, loss=0.0804]
Epoch 2/50:  51%|█████     | 24/47 [00:14<00:17,  1.29it/s, loss=0.0804]
Epoch 2/50:  51%|█████     | 24/47 [00:16<00:17,  1.29it/s, loss=0.088] 
Epoch 2/50:  53%|█████▎    | 25/47 [00:16<00:22,  1.01s/it, loss=0.088]
Epoch 2/50:  53%|█████▎    | 25/47 [00:17<00:22,  1.01s/it, loss=0.0943]
Epoch 2/50:  55%|█████▌    | 26/47 [00:17<00:23,  1.10s/it, loss=0.0943]
Epoch 2/50:  55%|█████▌    | 26/47 [00:18<00:23,  1.10s/it, loss=0.107] 
Epoch 2/50:  57%|█████▋    | 27/47 [00:18<00:19,  1.03it/s, loss=0.107]
Epoch 2/50:  57%|█████▋    | 27/47 [00:18<00:19,  1.03it/s, loss=0.128]
Epoch 2/50:  60%|█████▉    | 28/47 [00:18<00:17,  1.10it/s, loss=0.128]
Epoch 2/50:  60%|█████▉    | 28/47 [00:19<00:17,  1.10it/s, loss=0.0824]
Epoch 2/50:  62%|██████▏   | 29/47 [00:19<00:14,  1.23it/s, loss=0.0824]
Epoch 2/50:  62%|██████▏   | 29/47 [00:20<00:14,  1.23it/s, loss=0.0758]
Epoch 2/50:  64%|██████▍   | 30/47 [00:20<00:16,  1.01it/s, loss=0.0758]
Epoch 2/50:  64%|██████▍   | 30/47 [00:22<00:16,  1.01it/s, loss=0.0754]
Epoch 2/50:  66%|██████▌   | 31/47 [00:22<00:18,  1.16s/it, loss=0.0754]
Epoch 2/50:  66%|██████▌   | 31/47 [00:24<00:18,  1.16s/it, loss=0.099] 
Epoch 2/50:  68%|██████▊   | 32/47 [00:24<00:20,  1.35s/it, loss=0.099]
Epoch 2/50:  68%|██████▊   | 32/47 [00:25<00:20,  1.35s/it, loss=0.0787]
Epoch 2/50:  70%|███████   | 33/47 [00:25<00:20,  1.46s/it, loss=0.0787]
Epoch 2/50:  70%|███████   | 33/47 [00:27<00:20,  1.46s/it, loss=0.101] 
Epoch 2/50:  72%|███████▏  | 34/47 [00:27<00:19,  1.53s/it, loss=0.101]
Epoch 2/50:  72%|███████▏  | 34/47 [00:29<00:19,  1.53s/it, loss=0.0951]
Epoch 2/50:  74%|███████▍  | 35/47 [00:29<00:19,  1.60s/it, loss=0.0951]
Epoch 2/50:  74%|███████▍  | 35/47 [00:31<00:19,  1.60s/it, loss=0.07]  
Epoch 2/50:  77%|███████▋  | 36/47 [00:31<00:18,  1.64s/it, loss=0.07]
Epoch 2/50:  77%|███████▋  | 36/47 [00:32<00:18,  1.64s/it, loss=0.0832]
Epoch 2/50:  79%|███████▊  | 37/47 [00:32<00:16,  1.65s/it, loss=0.0832]
Epoch 2/50:  79%|███████▊  | 37/47 [00:34<00:16,  1.65s/it, loss=0.0855]
Epoch 2/50:  81%|████████  | 38/47 [00:34<00:15,  1.68s/it, loss=0.0855]
Epoch 2/50:  81%|████████  | 38/47 [00:36<00:15,  1.68s/it, loss=0.105] 
Epoch 2/50:  83%|████████▎ | 39/47 [00:36<00:13,  1.68s/it, loss=0.105]
Epoch 2/50:  83%|████████▎ | 39/47 [00:37<00:13,  1.68s/it, loss=0.0874]
Epoch 2/50:  85%|████████▌ | 40/47 [00:37<00:11,  1.67s/it, loss=0.0874]
Epoch 2/50:  85%|████████▌ | 40/47 [00:39<00:11,  1.67s/it, loss=0.0964]
Epoch 2/50:  87%|████████▋ | 41/47 [00:39<00:09,  1.63s/it, loss=0.0964]
Epoch 2/50:  87%|████████▋ | 41/47 [00:41<00:09,  1.63s/it, loss=0.0869]
Epoch 2/50:  89%|████████▉ | 42/47 [00:41<00:08,  1.67s/it, loss=0.0869]
Epoch 2/50:  89%|████████▉ | 42/47 [00:42<00:08,  1.67s/it, loss=0.0858]
Epoch 2/50:  91%|█████████▏| 43/47 [00:42<00:06,  1.67s/it, loss=0.0858]
Epoch 2/50:  91%|█████████▏| 43/47 [00:44<00:06,  1.67s/it, loss=0.0759]
Epoch 2/50:  94%|█████████▎| 44/47 [00:44<00:05,  1.68s/it, loss=0.0759]
Epoch 2/50:  94%|█████████▎| 44/47 [00:46<00:05,  1.68s/it, loss=0.0894]
Epoch 2/50:  96%|█████████▌| 45/47 [00:46<00:03,  1.70s/it, loss=0.0894]
Epoch 2/50:  96%|█████████▌| 45/47 [00:47<00:03,  1.70s/it, loss=0.0886]
Epoch 2/50:  98%|█████████▊| 46/47 [00:47<00:01,  1.69s/it, loss=0.0886]
Epoch 2/50:  98%|█████████▊| 46/47 [00:49<00:01,  1.69s/it, loss=0.0626]
Epoch 2/50: 100%|██████████| 47/47 [00:49<00:00,  1.52s/it, loss=0.0626]
Epoch 2/50: 100%|██████████| 47/47 [00:49<00:00,  1.04s/it, loss=0.0626]
Epoch 2 | Train Loss: 0.0925 | Val Dice: 0.8550
🔥 New Best Dice: 0.8550 (Epoch 2) -> Saved!

Epoch 3/50:   0%|          | 0/47 [00:00<?, ?it/s]
Epoch 3/50:   0%|          | 0/47 [00:02<?, ?it/s, loss=0.096]
Epoch 3/50:   2%|▏         | 1/47 [00:02<02:02,  2.67s/it, loss=0.096]
Epoch 3/50:   2%|▏         | 1/47 [00:04<02:02,  2.67s/it, loss=0.0725]
Epoch 3/50:   4%|▍         | 2/47 [00:04<01:35,  2.13s/it, loss=0.0725]
Epoch 3/50:   4%|▍         | 2/47 [00:06<01:35,  2.13s/it, loss=0.0746]
Epoch 3/50:   6%|▋         | 3/47 [00:06<01:27,  2.00s/it, loss=0.0746]
Epoch 3/50:   6%|▋         | 3/47 [00:08<01:27,  2.00s/it, loss=0.0863]
Epoch 3/50:   9%|▊         | 4/47 [00:08<01:21,  1.90s/it, loss=0.0863]
Epoch 3/50:   9%|▊         | 4/47 [00:09<01:21,  1.90s/it, loss=0.0881]
Epoch 3/50:  11%|█         | 5/47 [00:09<01:16,  1.82s/it, loss=0.0881]
Epoch 3/50:  11%|█         | 5/47 [00:11<01:16,  1.82s/it, loss=0.106] 
Epoch 3/50:  13%|█▎        | 6/47 [00:11<01:14,  1.81s/it, loss=0.106]
Epoch 3/50:  13%|█▎        | 6/47 [00:13<01:14,  1.81s/it, loss=0.0594]
Epoch 3/50:  15%|█▍        | 7/47 [00:13<01:11,  1.78s/it, loss=0.0594]
Epoch 3/50:  15%|█▍        | 7/47 [00:14<01:11,  1.78s/it, loss=0.0794]
Epoch 3/50:  17%|█▋        | 8/47 [00:14<01:08,  1.75s/it, loss=0.0794]
Epoch 3/50:  17%|█▋        | 8/47 [00:16<01:08,  1.75s/it, loss=0.085] 
Epoch 3/50:  19%|█▉        | 9/47 [00:16<01:06,  1.75s/it, loss=0.085]
Epoch 3/50:  19%|█▉        | 9/47 [00:18<01:06,  1.75s/it, loss=0.0786]
Epoch 3/50:  21%|██▏       | 10/47 [00:18<01:04,  1.75s/it, loss=0.0786]
Epoch 3/50:  21%|██▏       | 10/47 [00:20<01:04,  1.75s/it, loss=0.077] 
Epoch 3/50:  23%|██▎       | 11/47 [00:20<01:02,  1.75s/it, loss=0.077]
Epoch 3/50:  23%|██▎       | 11/47 [00:21<01:02,  1.75s/it, loss=0.0755]
Epoch 3/50:  26%|██▌       | 12/47 [00:21<00:55,  1.59s/it, loss=0.0755]
Epoch 3/50:  26%|██▌       | 12/47 [00:22<00:55,  1.59s/it, loss=0.0626]
Epoch 3/50:  28%|██▊       | 13/47 [00:22<00:52,  1.55s/it, loss=0.0626]
Epoch 3/50:  28%|██▊       | 13/47 [00:24<00:52,  1.55s/it, loss=0.0738]
Epoch 3/50:  30%|██▉       | 14/47 [00:24<00:50,  1.54s/it, loss=0.0738]
Epoch 3/50:  30%|██▉       | 14/47 [00:26<00:50,  1.54s/it, loss=0.071] 
Epoch 3/50:  32%|███▏      | 15/47 [00:26<00:50,  1.59s/it, loss=0.071]
Epoch 3/50:  32%|███▏      | 15/47 [00:27<00:50,  1.59s/it, loss=0.0724]
Epoch 3/50:  34%|███▍      | 16/47 [00:27<00:51,  1.66s/it, loss=0.0724]
Epoch 3/50:  34%|███▍      | 16/47 [00:29<00:51,  1.66s/it, loss=0.082] 
Epoch 3/50:  36%|███▌      | 17/47 [00:29<00:51,  1.70s/it, loss=0.082]
Epoch 3/50:  36%|███▌      | 17/47 [00:31<00:51,  1.70s/it, loss=0.0679]
Epoch 3/50:  38%|███▊      | 18/47 [00:31<00:49,  1.72s/it, loss=0.0679]
Epoch 3/50:  38%|███▊      | 18/47 [00:33<00:49,  1.72s/it, loss=0.0676]
Epoch 3/50:  40%|████      | 19/47 [00:33<00:47,  1.71s/it, loss=0.0676]
Epoch 3/50:  40%|████      | 19/47 [00:34<00:47,  1.71s/it, loss=0.101] 
Epoch 3/50:  43%|████▎     | 20/47 [00:34<00:47,  1.75s/it, loss=0.101]
Epoch 3/50:  43%|████▎     | 20/47 [00:36<00:47,  1.75s/it, loss=0.0761]
Epoch 3/50:  45%|████▍     | 21/47 [00:36<00:46,  1.77s/it, loss=0.0761]
Epoch 3/50:  45%|████▍     | 21/47 [00:38<00:46,  1.77s/it, loss=0.0902]
Epoch 3/50:  47%|████▋     | 22/47 [00:38<00:42,  1.71s/it, loss=0.0902]
Epoch 3/50:  47%|████▋     | 22/47 [00:39<00:42,  1.71s/it, loss=0.0988]
Epoch 3/50:  49%|████▉     | 23/47 [00:39<00:37,  1.57s/it, loss=0.0988]
Epoch 3/50:  49%|████▉     | 23/47 [00:41<00:37,  1.57s/it, loss=0.0746]
Epoch 3/50:  51%|█████     | 24/47 [00:41<00:38,  1.66s/it, loss=0.0746]
Epoch 3/50:  51%|█████     | 24/47 [00:43<00:38,  1.66s/it, loss=0.0806]
Epoch 3/50:  53%|█████▎    | 25/47 [00:43<00:37,  1.72s/it, loss=0.0806]
Epoch 3/50:  53%|█████▎    | 25/47 [00:44<00:37,  1.72s/it, loss=0.0731]
Epoch 3/50:  55%|█████▌    | 26/47 [00:44<00:34,  1.65s/it, loss=0.0731]
Epoch 3/50:  55%|█████▌    | 26/47 [00:46<00:34,  1.65s/it, loss=0.0948]
Epoch 3/50:  57%|█████▋    | 27/47 [00:46<00:32,  1.64s/it, loss=0.0948]
Epoch 3/50:  57%|█████▋    | 27/47 [00:47<00:32,  1.64s/it, loss=0.0986]
Epoch 3/50:  60%|█████▉    | 28/47 [00:47<00:28,  1.52s/it, loss=0.0986]
Epoch 3/50:  60%|█████▉    | 28/47 [00:49<00:28,  1.52s/it, loss=0.0946]
Epoch 3/50:  62%|██████▏   | 29/47 [00:49<00:30,  1.72s/it, loss=0.0946]
Epoch 3/50:  62%|██████▏   | 29/47 [00:51<00:30,  1.72s/it, loss=0.0719]
Epoch 3/50:  64%|██████▍   | 30/47 [00:51<00:29,  1.75s/it, loss=0.0719]
Epoch 3/50:  64%|██████▍   | 30/47 [00:53<00:29,  1.75s/it, loss=0.0725]
Epoch 3/50:  66%|██████▌   | 31/47 [00:53<00:28,  1.77s/it, loss=0.0725]
Epoch 3/50:  66%|██████▌   | 31/47 [00:55<00:28,  1.77s/it, loss=0.0741]
Epoch 3/50:  68%|██████▊   | 32/47 [00:55<00:27,  1.83s/it, loss=0.0741]
Epoch 3/50:  68%|██████▊   | 32/47 [00:57<00:27,  1.83s/it, loss=0.0648]
Epoch 3/50:  70%|███████   | 33/47 [00:57<00:27,  1.97s/it, loss=0.0648]
Epoch 3/50:  70%|███████   | 33/47 [01:00<00:27,  1.97s/it, loss=0.0636]
Epoch 3/50:  72%|███████▏  | 34/47 [01:00<00:26,  2.07s/it, loss=0.0636]
Epoch 3/50:  72%|███████▏  | 34/47 [01:02<00:26,  2.07s/it, loss=0.091] 
Epoch 3/50:  74%|███████▍  | 35/47 [01:02<00:25,  2.11s/it, loss=0.091]
Epoch 3/50:  74%|███████▍  | 35/47 [01:04<00:25,  2.11s/it, loss=0.0676]
Epoch 3/50:  77%|███████▋  | 36/47 [01:04<00:23,  2.12s/it, loss=0.0676]
Epoch 3/50:  77%|███████▋  | 36/47 [01:06<00:23,  2.12s/it, loss=0.0502]
Epoch 3/50:  79%|███████▊  | 37/47 [01:06<00:21,  2.11s/it, loss=0.0502]
Epoch 3/50:  79%|███████▊  | 37/47 [01:09<00:21,  2.11s/it, loss=0.0772]
Epoch 3/50:  81%|████████  | 38/47 [01:09<00:20,  2.26s/it, loss=0.0772]
Epoch 3/50:  81%|████████  | 38/47 [01:11<00:20,  2.26s/it, loss=0.0832]
Epoch 3/50:  83%|████████▎ | 39/47 [01:11<00:19,  2.38s/it, loss=0.0832]
